Id,ActivityHour,StepTotal,Week_Day
1503960366,4/14/2016 9:00,902,5
1503960366,4/14/2016 10:00,1106,5
1503960366,4/14/2016 11:00,50,5
1503960366,4/14/2016 12:00,501,5
1503960366,4/14/2016 13:00,1779,5
1503960366,4/14/2016 14:00,1228,5
1503960366,4/14/2016 15:00,139,5
1503960366,4/14/2016 16:00,408,5
1503960366,4/14/2016 17:00,37,5
1503960366,4/14/2016 18:00,322,5
1503960366,4/14/2016 19:00,11,5
1503960366,4/14/2016 20:00,806,5
1503960366,4/14/2016 21:00,2670,5
1503960366,4/14/2016 22:00,362,5
1503960366,4/14/2016 23:00,0,5
1503960366,4/15/2016 0:00,83,6
1503960366,4/15/2016 1:00,75,6
1503960366,4/15/2016 2:00,124,6
1503960366,4/15/2016 3:00,0,6
1503960366,4/15/2016 4:00,0,6
1503960366,4/15/2016 5:00,26,6
1503960366,4/15/2016 6:00,0,6
1503960366,4/15/2016 7:00,7,6
1503960366,4/15/2016 8:00,55,6
1503960366,4/15/2016 9:00,21,6
1503960366,4/15/2016 10:00,154,6
1503960366,4/15/2016 11:00,425,6
1503960366,4/15/2016 12:00,270,6
1503960366,4/15/2016 13:00,373,6
1503960366,4/15/2016 14:00,0,6
1503960366,4/15/2016 15:00,0,6
1503960366,4/15/2016 16:00,0,6
1503960366,4/15/2016 17:00,1774,6
1503960366,4/15/2016 18:00,509,6
1503960366,4/15/2016 19:00,519,6
1503960366,4/15/2016 20:00,77,6
1503960366,4/15/2016 21:00,280,6
1503960366,4/15/2016 22:00,2145,6
1503960366,4/15/2016 23:00,2768,6
1503960366,4/16/2016 0:00,459,7
1503960366,4/16/2016 1:00,0,7
1503960366,4/16/2016 2:00,63,7
1503960366,4/16/2016 3:00,6,7
1503960366,4/16/2016 4:00,6,7
1503960366,4/16/2016 5:00,12,7
1503960366,4/16/2016 6:00,0,7
1503960366,4/16/2016 7:00,101,7
1503960366,4/16/2016 8:00,175,7
1503960366,4/16/2016 9:00,1181,7
1503960366,4/16/2016 10:00,1295,7
1503960366,4/16/2016 11:00,2043,7
1503960366,4/16/2016 12:00,1513,7
1503960366,4/16/2016 13:00,3616,7
1503960366,4/16/2016 14:00,580,7
1503960366,4/16/2016 15:00,0,7
1503960366,4/16/2016 16:00,15,7
1503960366,4/16/2016 17:00,380,7
1503960366,4/16/2016 18:00,96,7
1503960366,4/16/2016 19:00,146,7
1503960366,4/16/2016 20:00,385,7
1503960366,4/16/2016 21:00,463,7
1503960366,4/16/2016 22:00,42,7
1503960366,4/16/2016 23:00,92,7
1503960366,4/17/2016 0:00,0,1
1503960366,4/17/2016 1:00,0,1
1503960366,4/17/2016 2:00,0,1
1503960366,4/17/2016 3:00,8,1
1503960366,4/17/2016 4:00,0,1
1503960366,4/17/2016 5:00,0,1
1503960366,4/17/2016 6:00,0,1
1503960366,4/17/2016 7:00,0,1
1503960366,4/17/2016 8:00,0,1
1503960366,4/17/2016 9:00,0,1
1503960366,4/17/2016 10:00,0,1
1503960366,4/17/2016 11:00,84,1
1503960366,4/17/2016 12:00,260,1
1503960366,4/17/2016 13:00,402,1
1503960366,4/17/2016 14:00,252,1
1503960366,4/17/2016 15:00,191,1
1503960366,4/17/2016 16:00,13,1
1503960366,4/17/2016 17:00,2613,1
1503960366,4/17/2016 18:00,1616,1
1503960366,4/17/2016 19:00,754,1
1503960366,4/17/2016 20:00,2955,1
1503960366,4/17/2016 21:00,487,1
1503960366,4/17/2016 22:00,70,1
1503960366,4/17/2016 23:00,0,1
1503960366,4/18/2016 0:00,416,2
1503960366,4/18/2016 1:00,0,2
1503960366,4/18/2016 2:00,0,2
1503960366,4/18/2016 3:00,0,2
1503960366,4/18/2016 4:00,0,2
1503960366,4/18/2016 5:00,0,2
1503960366,4/18/2016 6:00,0,2
1503960366,4/18/2016 7:00,0,2
1503960366,4/18/2016 8:00,0,2
1503960366,4/18/2016 9:00,1688,2
1503960366,4/18/2016 10:00,380,2
1503960366,4/18/2016 11:00,328,2
1503960366,4/18/2016 12:00,1306,2
1503960366,4/18/2016 13:00,268,2
1503960366,4/18/2016 14:00,137,2
1503960366,4/18/2016 15:00,495,2
1503960366,4/18/2016 16:00,277,2
1503960366,4/18/2016 17:00,304,2
1503960366,4/18/2016 18:00,4074,2
1503960366,4/18/2016 19:00,2101,2
1503960366,4/18/2016 20:00,28,2
1503960366,4/18/2016 21:00,187,2
1503960366,4/18/2016 22:00,542,2
1503960366,4/18/2016 23:00,488,2
1503960366,4/19/2016 0:00,0,3
1503960366,4/19/2016 1:00,22,3
1503960366,4/19/2016 2:00,0,3
1503960366,4/19/2016 3:00,9,3
1503960366,4/19/2016 4:00,0,3
1503960366,4/19/2016 5:00,0,3
1503960366,4/19/2016 6:00,7,3
1503960366,4/19/2016 7:00,316,3
1503960366,4/19/2016 8:00,1656,3
1503960366,4/19/2016 9:00,367,3
1503960366,4/19/2016 10:00,203,3
1503960366,4/19/2016 11:00,194,3
1503960366,4/19/2016 12:00,1887,3
1503960366,4/19/2016 13:00,2697,3
1503960366,4/19/2016 14:00,409,3
1503960366,4/19/2016 15:00,299,3
1503960366,4/19/2016 16:00,297,3
1503960366,4/19/2016 17:00,732,3
1503960366,4/19/2016 18:00,1280,3
1503960366,4/19/2016 19:00,397,3
1503960366,4/19/2016 20:00,2487,3
1503960366,4/19/2016 21:00,826,3
1503960366,4/19/2016 22:00,52,3
1503960366,4/19/2016 23:00,1369,3
1503960366,4/20/2016 0:00,16,4
1503960366,4/20/2016 1:00,36,4
1503960366,4/20/2016 2:00,0,4
1503960366,4/20/2016 3:00,0,4
1503960366,4/20/2016 4:00,0,4
1503960366,4/20/2016 5:00,0,4
1503960366,4/20/2016 6:00,0,4
1503960366,4/20/2016 7:00,29,4
1503960366,4/20/2016 8:00,264,4
1503960366,4/20/2016 9:00,1993,4
1503960366,4/20/2016 10:00,459,4
1503960366,4/20/2016 11:00,65,4
1503960366,4/20/2016 12:00,185,4
1503960366,4/20/2016 13:00,64,4
1503960366,4/20/2016 14:00,1270,4
1503960366,4/20/2016 15:00,797,4
1503960366,4/20/2016 16:00,261,4
1503960366,4/20/2016 17:00,13,4
1503960366,4/20/2016 18:00,1308,4
1503960366,4/20/2016 19:00,1558,4
1503960366,4/20/2016 20:00,499,4
1503960366,4/20/2016 21:00,395,4
1503960366,4/20/2016 22:00,77,4
1503960366,4/20/2016 23:00,1255,4
1503960366,4/21/2016 0:00,17,5
1503960366,4/21/2016 1:00,129,5
1503960366,4/21/2016 2:00,81,5
1503960366,4/21/2016 3:00,0,5
1503960366,4/21/2016 4:00,0,5
1503960366,4/21/2016 5:00,0,5
1503960366,4/21/2016 6:00,0,5
1503960366,4/21/2016 7:00,38,5
1503960366,4/21/2016 8:00,245,5
1503960366,4/21/2016 9:00,1672,5
1503960366,4/21/2016 10:00,255,5
1503960366,4/21/2016 11:00,0,5
1503960366,4/21/2016 12:00,384,5
1503960366,4/21/2016 13:00,1140,5
1503960366,4/21/2016 14:00,12,5
1503960366,4/21/2016 15:00,213,5
1503960366,4/21/2016 16:00,26,5
1503960366,4/21/2016 17:00,96,5
1503960366,4/21/2016 18:00,213,5
1503960366,4/21/2016 19:00,100,5
1503960366,4/21/2016 20:00,3541,5
1503960366,4/21/2016 21:00,970,5
1503960366,4/21/2016 22:00,89,5
1503960366,4/21/2016 23:00,598,5
1503960366,4/22/2016 0:00,0,6
1503960366,4/22/2016 1:00,0,6
1503960366,4/22/2016 2:00,0,6
1503960366,4/22/2016 3:00,0,6
1503960366,4/22/2016 4:00,0,6
1503960366,4/22/2016 5:00,0,6
1503960366,4/22/2016 6:00,0,6
1503960366,4/22/2016 7:00,0,6
1503960366,4/22/2016 8:00,0,6
1503960366,4/22/2016 9:00,192,6
1503960366,4/22/2016 10:00,29,6
1503960366,4/22/2016 11:00,958,6
1503960366,4/22/2016 12:00,38,6
1503960366,4/22/2016 13:00,118,6
1503960366,4/22/2016 14:00,0,6
1503960366,4/22/2016 15:00,180,6
1503960366,4/22/2016 16:00,22,6
1503960366,4/22/2016 17:00,1041,6
1503960366,4/22/2016 18:00,514,6
1503960366,4/22/2016 19:00,629,6
1503960366,4/22/2016 20:00,329,6
1503960366,4/22/2016 21:00,5934,6
1503960366,4/22/2016 22:00,855,6
1503960366,4/22/2016 23:00,1925,6
1503960366,4/23/2016 0:00,182,7
1503960366,4/23/2016 1:00,0,7
1503960366,4/23/2016 2:00,11,7
1503960366,4/23/2016 3:00,0,7
1503960366,4/23/2016 4:00,0,7
1503960366,4/23/2016 5:00,0,7
1503960366,4/23/2016 6:00,12,7
1503960366,4/23/2016 7:00,0,7
1503960366,4/23/2016 8:00,127,7
1503960366,4/23/2016 9:00,285,7
1503960366,4/23/2016 10:00,49,7
1503960366,4/23/2016 11:00,703,7
1503960366,4/23/2016 12:00,1597,7
1503960366,4/23/2016 13:00,1453,7
1503960366,4/23/2016 14:00,202,7
1503960366,4/23/2016 15:00,158,7
1503960366,4/23/2016 16:00,2008,7
1503960366,4/23/2016 17:00,1472,7
1503960366,4/23/2016 18:00,2569,7
1503960366,4/23/2016 19:00,29,7
1503960366,4/23/2016 20:00,142,7
1503960366,4/23/2016 21:00,2432,7
1503960366,4/23/2016 22:00,709,7
1503960366,4/23/2016 23:00,231,7
1503960366,4/24/2016 0:00,141,1
1503960366,4/24/2016 1:00,42,1
1503960366,4/24/2016 2:00,0,1
1503960366,4/24/2016 3:00,0,1
1503960366,4/24/2016 4:00,8,1
1503960366,4/24/2016 5:00,0,1
1503960366,4/24/2016 6:00,7,1
1503960366,4/24/2016 7:00,0,1
1503960366,4/24/2016 8:00,8,1
1503960366,4/24/2016 9:00,76,1
1503960366,4/24/2016 10:00,492,1
1503960366,4/24/2016 11:00,149,1
1503960366,4/24/2016 12:00,548,1
1503960366,4/24/2016 13:00,394,1
1503960366,4/24/2016 14:00,26,1
1503960366,4/24/2016 15:00,27,1
1503960366,4/24/2016 16:00,885,1
1503960366,4/24/2016 17:00,411,1
1503960366,4/24/2016 18:00,911,1
1503960366,4/24/2016 19:00,4871,1
1503960366,4/24/2016 20:00,342,1
1503960366,4/24/2016 21:00,244,1
1503960366,4/24/2016 22:00,66,1
1503960366,4/24/2016 23:00,391,1
1503960366,4/25/2016 0:00,95,2
1503960366,4/25/2016 1:00,22,2
1503960366,4/25/2016 2:00,97,2
1503960366,4/25/2016 3:00,0,2
1503960366,4/25/2016 4:00,25,2
1503960366,4/25/2016 5:00,4,2
1503960366,4/25/2016 6:00,0,2
1503960366,4/25/2016 7:00,44,2
1503960366,4/25/2016 8:00,426,2
1503960366,4/25/2016 9:00,2041,2
1503960366,4/25/2016 10:00,258,2
1503960366,4/25/2016 11:00,1468,2
1503960366,4/25/2016 12:00,707,2
1503960366,4/25/2016 13:00,299,2
1503960366,4/25/2016 14:00,94,2
1503960366,4/25/2016 15:00,359,2
1503960366,4/25/2016 16:00,263,2
1503960366,4/25/2016 17:00,188,2
1503960366,4/25/2016 18:00,116,2
1503960366,4/25/2016 19:00,2815,2
1503960366,4/25/2016 20:00,895,2
1503960366,4/25/2016 21:00,4895,2
1503960366,4/25/2016 22:00,188,2
1503960366,4/25/2016 23:00,56,2
1503960366,4/26/2016 0:00,101,3
1503960366,4/26/2016 1:00,178,3
1503960366,4/26/2016 2:00,0,3
1503960366,4/26/2016 3:00,145,3
1503960366,4/26/2016 4:00,0,3
1503960366,4/26/2016 5:00,7,3
1503960366,4/26/2016 6:00,0,3
1503960366,4/26/2016 7:00,28,3
1503960366,4/26/2016 8:00,173,3
1503960366,4/26/2016 9:00,1826,3
1503960366,4/26/2016 10:00,666,3
1503960366,4/26/2016 11:00,266,3
1503960366,4/26/2016 12:00,415,3
1503960366,4/26/2016 13:00,1571,3
1503960366,4/26/2016 14:00,1998,3
1503960366,4/26/2016 15:00,323,3
1503960366,4/26/2016 16:00,697,3
1503960366,4/26/2016 17:00,143,3
1503960366,4/26/2016 18:00,2513,3
1503960366,4/26/2016 19:00,148,3
1503960366,4/26/2016 20:00,1649,3
1503960366,4/26/2016 21:00,450,3
1503960366,4/26/2016 22:00,148,3
1503960366,4/26/2016 23:00,310,3
1503960366,4/27/2016 0:00,277,4
1503960366,4/27/2016 1:00,60,4
1503960366,4/27/2016 2:00,17,4
1503960366,4/27/2016 3:00,0,4
1503960366,4/27/2016 4:00,0,4
1503960366,4/27/2016 5:00,0,4
1503960366,4/27/2016 6:00,0,4
1503960366,4/27/2016 7:00,0,4
1503960366,4/27/2016 8:00,0,4
1503960366,4/27/2016 9:00,1916,4
1503960366,4/27/2016 10:00,502,4
1503960366,4/27/2016 11:00,797,4
1503960366,4/27/2016 12:00,701,4
1503960366,4/27/2016 13:00,319,4
1503960366,4/27/2016 14:00,1932,4
1503960366,4/27/2016 15:00,59,4
1503960366,4/27/2016 16:00,98,4
1503960366,4/27/2016 17:00,261,4
1503960366,4/27/2016 18:00,2714,4
1503960366,4/27/2016 19:00,5786,4
1503960366,4/27/2016 20:00,2420,4
1503960366,4/27/2016 21:00,266,4
1503960366,4/27/2016 22:00,0,4
1503960366,4/27/2016 23:00,0,4
1503960366,4/28/2016 0:00,0,5
1503960366,4/28/2016 1:00,127,5
1503960366,4/28/2016 2:00,0,5
1503960366,4/28/2016 3:00,0,5
1503960366,4/28/2016 4:00,0,5
1503960366,4/28/2016 5:00,0,5
1503960366,4/28/2016 6:00,0,5
1503960366,4/28/2016 7:00,14,5
1503960366,4/28/2016 8:00,128,5
1503960366,4/28/2016 9:00,1192,5
1503960366,4/28/2016 10:00,987,5
1503960366,4/28/2016 11:00,288,5
1503960366,4/28/2016 12:00,317,5
1503960366,4/28/2016 13:00,1144,5
1503960366,4/28/2016 14:00,1512,5
1503960366,4/28/2016 15:00,115,5
1503960366,4/28/2016 16:00,554,5
1503960366,4/28/2016 17:00,235,5
1503960366,4/28/2016 18:00,1829,5
1503960366,4/28/2016 19:00,13,5
1503960366,4/28/2016 20:00,2122,5
1503960366,4/28/2016 21:00,986,5
1503960366,4/28/2016 22:00,16,5
1503960366,4/28/2016 23:00,1512,5
1503960366,4/29/2016 0:00,202,6
1503960366,4/29/2016 1:00,0,6
1503960366,4/29/2016 2:00,71,6
1503960366,4/29/2016 3:00,0,6
1503960366,4/29/2016 4:00,0,6
1503960366,4/29/2016 5:00,0,6
1503960366,4/29/2016 6:00,0,6
1503960366,4/29/2016 7:00,27,6
1503960366,4/29/2016 8:00,201,6
1503960366,4/29/2016 9:00,1820,6
1503960366,4/29/2016 10:00,44,6
1503960366,4/29/2016 11:00,104,6
1503960366,4/29/2016 12:00,214,6
1503960366,4/29/2016 13:00,41,6
1503960366,4/29/2016 14:00,1711,6
1503960366,4/29/2016 15:00,1076,6
1503960366,4/29/2016 16:00,285,6
1503960366,4/29/2016 17:00,380,6
1503960366,4/29/2016 18:00,118,6
1503960366,4/29/2016 19:00,267,6
1503960366,4/29/2016 20:00,386,6
1503960366,4/29/2016 21:00,1366,6
1503960366,4/29/2016 22:00,1111,6
1503960366,4/29/2016 23:00,1757,6
1503960366,4/30/2016 0:00,19,7
1503960366,4/30/2016 1:00,65,7
1503960366,4/30/2016 2:00,0,7
1503960366,4/30/2016 3:00,6,7
1503960366,4/30/2016 4:00,0,7
1503960366,4/30/2016 5:00,0,7
1503960366,4/30/2016 6:00,0,7
1503960366,4/30/2016 7:00,0,7
1503960366,4/30/2016 8:00,60,7
1503960366,4/30/2016 9:00,148,7
1503960366,4/30/2016 10:00,239,7
1503960366,4/30/2016 11:00,127,7
1503960366,4/30/2016 12:00,92,7
1503960366,4/30/2016 13:00,141,7
1503960366,4/30/2016 14:00,520,7
1503960366,4/30/2016 15:00,993,7
1503960366,4/30/2016 16:00,3388,7
1503960366,4/30/2016 17:00,2176,7
1503960366,4/30/2016 18:00,2319,7
1503960366,4/30/2016 19:00,92,7
1503960366,4/30/2016 20:00,117,7
1503960366,4/30/2016 21:00,840,7
1503960366,4/30/2016 22:00,2139,7
1503960366,4/30/2016 23:00,1192,7
1503960366,5/1/2016 0:00,247,1
1503960366,5/1/2016 1:00,59,1
1503960366,5/1/2016 2:00,36,1
1503960366,5/1/2016 3:00,4,1
1503960366,5/1/2016 4:00,0,1
1503960366,5/1/2016 5:00,0,1
1503960366,5/1/2016 6:00,0,1
1503960366,5/1/2016 7:00,41,1
1503960366,5/1/2016 8:00,94,1
1503960366,5/1/2016 9:00,198,1
1503960366,5/1/2016 10:00,146,1
1503960366,5/1/2016 11:00,103,1
1503960366,5/1/2016 12:00,130,1
1503960366,5/1/2016 13:00,85,1
1503960366,5/1/2016 14:00,540,1
1503960366,5/1/2016 15:00,294,1
1503960366,5/1/2016 16:00,823,1
1503960366,5/1/2016 17:00,1053,1
1503960366,5/1/2016 18:00,2007,1
1503960366,5/1/2016 19:00,177,1
1503960366,5/1/2016 20:00,93,1
1503960366,5/1/2016 21:00,363,1
1503960366,5/1/2016 22:00,1552,1
1503960366,5/1/2016 23:00,2557,1
1503960366,5/2/2016 0:00,0,2
1503960366,5/2/2016 1:00,119,2
1503960366,5/2/2016 2:00,0,2
1503960366,5/2/2016 3:00,21,2
1503960366,5/2/2016 4:00,0,2
1503960366,5/2/2016 5:00,0,2
1503960366,5/2/2016 6:00,0,2
1503960366,5/2/2016 7:00,28,2
1503960366,5/2/2016 8:00,245,2
1503960366,5/2/2016 9:00,1690,2
1503960366,5/2/2016 10:00,369,2
1503960366,5/2/2016 11:00,384,2
1503960366,5/2/2016 12:00,2116,2
1503960366,5/2/2016 13:00,1064,2
1503960366,5/2/2016 14:00,355,2
1503960366,5/2/2016 15:00,418,2
1503960366,5/2/2016 16:00,420,2
1503960366,5/2/2016 17:00,340,2
1503960366,5/2/2016 18:00,227,2
1503960366,5/2/2016 19:00,235,2
1503960366,5/2/2016 20:00,3903,2
1503960366,5/2/2016 21:00,1427,2
1503960366,5/2/2016 22:00,945,2
1503960366,5/2/2016 23:00,404,2
1503960366,5/3/2016 0:00,55,3
1503960366,5/3/2016 1:00,79,3
1503960366,5/3/2016 2:00,20,3
1503960366,5/3/2016 3:00,110,3
1503960366,5/3/2016 4:00,0,3
1503960366,5/3/2016 5:00,0,3
1503960366,5/3/2016 6:00,16,3
1503960366,5/3/2016 7:00,23,3
1503960366,5/3/2016 8:00,158,3
1503960366,5/3/2016 9:00,1391,3
1503960366,5/3/2016 10:00,955,3
1503960366,5/3/2016 11:00,297,3
1503960366,5/3/2016 12:00,396,3
1503960366,5/3/2016 13:00,309,3
1503960366,5/3/2016 14:00,384,3
1503960366,5/3/2016 15:00,1719,3
1503960366,5/3/2016 16:00,870,3
1503960366,5/3/2016 17:00,690,3
1503960366,5/3/2016 18:00,3119,3
1503960366,5/3/2016 19:00,140,3
1503960366,5/3/2016 20:00,6,3
1503960366,5/3/2016 21:00,1333,3
1503960366,5/3/2016 22:00,2549,3
1503960366,5/3/2016 23:00,484,3
1503960366,5/4/2016 0:00,400,4
1503960366,5/4/2016 1:00,18,4
1503960366,5/4/2016 2:00,0,4
1503960366,5/4/2016 3:00,0,4
1503960366,5/4/2016 4:00,0,4
1503960366,5/4/2016 5:00,0,4
1503960366,5/4/2016 6:00,0,4
1503960366,5/4/2016 7:00,0,4
1503960366,5/4/2016 8:00,68,4
1503960366,5/4/2016 9:00,1470,4
1503960366,5/4/2016 10:00,598,4
1503960366,5/4/2016 11:00,194,4
1503960366,5/4/2016 12:00,366,4
1503960366,5/4/2016 13:00,318,4
1503960366,5/4/2016 14:00,2284,4
1503960366,5/4/2016 15:00,138,4
1503960366,5/4/2016 16:00,144,4
1503960366,5/4/2016 17:00,341,4
1503960366,5/4/2016 18:00,2041,4
1503960366,5/4/2016 19:00,205,4
1503960366,5/4/2016 20:00,1316,4
1503960366,5/4/2016 21:00,1106,4
1503960366,5/4/2016 22:00,93,4
1503960366,5/4/2016 23:00,0,4
1503960366,5/5/2016 0:00,70,5
1503960366,5/5/2016 1:00,113,5
1503960366,5/5/2016 2:00,19,5
1503960366,5/5/2016 3:00,0,5
1503960366,5/5/2016 4:00,44,5
1503960366,5/5/2016 5:00,0,5
1503960366,5/5/2016 6:00,8,5
1503960366,5/5/2016 7:00,23,5
1503960366,5/5/2016 8:00,107,5
1503960366,5/5/2016 9:00,1615,5
1503960366,5/5/2016 10:00,360,5
1503960366,5/5/2016 11:00,28,5
1503960366,5/5/2016 12:00,318,5
1503960366,5/5/2016 13:00,1231,5
1503960366,5/5/2016 14:00,375,5
1503960366,5/5/2016 15:00,187,5
1503960366,5/5/2016 16:00,989,5
1503960366,5/5/2016 17:00,2217,5
1503960366,5/5/2016 18:00,715,5
1503960366,5/5/2016 19:00,348,5
1503960366,5/5/2016 20:00,283,5
1503960366,5/5/2016 21:00,3897,5
1503960366,5/5/2016 22:00,900,5
1503960366,5/5/2016 23:00,200,5
1503960366,5/6/2016 0:00,186,6
1503960366,5/6/2016 1:00,4,6
1503960366,5/6/2016 2:00,88,6
1503960366,5/6/2016 3:00,0,6
1503960366,5/6/2016 4:00,19,6
1503960366,5/6/2016 5:00,0,6
1503960366,5/6/2016 6:00,0,6
1503960366,5/6/2016 7:00,23,6
1503960366,5/6/2016 8:00,146,6
1503960366,5/6/2016 9:00,1683,6
1503960366,5/6/2016 10:00,504,6
1503960366,5/6/2016 11:00,234,6
1503960366,5/6/2016 12:00,261,6
1503960366,5/6/2016 13:00,175,6
1503960366,5/6/2016 14:00,535,6
1503960366,5/6/2016 15:00,900,6
1503960366,5/6/2016 16:00,335,6
1503960366,5/6/2016 17:00,279,6
1503960366,5/6/2016 18:00,1532,6
1503960366,5/6/2016 19:00,2500,6
1503960366,5/6/2016 20:00,255,6
1503960366,5/6/2016 21:00,514,6
1503960366,5/6/2016 22:00,375,6
1503960366,5/6/2016 23:00,1611,6
1503960366,5/7/2016 0:00,168,7
1503960366,5/7/2016 1:00,0,7
1503960366,5/7/2016 2:00,19,7
1503960366,5/7/2016 3:00,0,7
1503960366,5/7/2016 4:00,0,7
1503960366,5/7/2016 5:00,0,7
1503960366,5/7/2016 6:00,0,7
1503960366,5/7/2016 7:00,0,7
1503960366,5/7/2016 8:00,132,7
1503960366,5/7/2016 9:00,115,7
1503960366,5/7/2016 10:00,1291,7
1503960366,5/7/2016 11:00,2352,7
1503960366,5/7/2016 12:00,129,7
1503960366,5/7/2016 13:00,77,7
1503960366,5/7/2016 14:00,125,7
1503960366,5/7/2016 15:00,318,7
1503960366,5/7/2016 16:00,259,7
1503960366,5/7/2016 17:00,173,7
1503960366,5/7/2016 18:00,253,7
1503960366,5/7/2016 19:00,652,7
1503960366,5/7/2016 20:00,102,7
1503960366,5/7/2016 21:00,2073,7
1503960366,5/7/2016 22:00,3696,7
1503960366,5/7/2016 23:00,58,7
1503960366,5/8/2016 0:00,147,1
1503960366,5/8/2016 1:00,0,1
1503960366,5/8/2016 2:00,0,1
1503960366,5/8/2016 3:00,0,1
1503960366,5/8/2016 4:00,6,1
1503960366,5/8/2016 5:00,0,1
1503960366,5/8/2016 6:00,7,1
1503960366,5/8/2016 7:00,0,1
1503960366,5/8/2016 8:00,0,1
1503960366,5/8/2016 9:00,0,1
1503960366,5/8/2016 10:00,0,1
1503960366,5/8/2016 11:00,0,1
1503960366,5/8/2016 12:00,511,1
1503960366,5/8/2016 13:00,227,1
1503960366,5/8/2016 14:00,660,1
1503960366,5/8/2016 15:00,341,1
1503960366,5/8/2016 16:00,100,1
1503960366,5/8/2016 17:00,240,1
1503960366,5/8/2016 18:00,4472,1
1503960366,5/8/2016 19:00,1069,1
1503960366,5/8/2016 20:00,793,1
1503960366,5/8/2016 21:00,663,1
1503960366,5/8/2016 22:00,553,1
1503960366,5/8/2016 23:00,271,1
1503960366,5/9/2016 0:00,135,2
1503960366,5/9/2016 1:00,0,2
1503960366,5/9/2016 2:00,0,2
1503960366,5/9/2016 3:00,0,2
1503960366,5/9/2016 4:00,0,2
1503960366,5/9/2016 5:00,14,2
1503960366,5/9/2016 6:00,408,2
1503960366,5/9/2016 7:00,214,2
1503960366,5/9/2016 8:00,109,2
1503960366,5/9/2016 9:00,160,2
1503960366,5/9/2016 10:00,322,2
1503960366,5/9/2016 11:00,477,2
1503960366,5/9/2016 12:00,507,2
1503960366,5/9/2016 13:00,7,2
1503960366,5/9/2016 14:00,0,2
1503960366,5/9/2016 15:00,22,2
1503960366,5/9/2016 16:00,2692,2
1503960366,5/9/2016 17:00,1260,2
1503960366,5/9/2016 18:00,624,2
1503960366,5/9/2016 19:00,1062,2
1503960366,5/9/2016 20:00,1325,2
1503960366,5/9/2016 21:00,2684,2
1503960366,5/9/2016 22:00,0,2
1503960366,5/9/2016 23:00,0,2
1503960366,5/10/2016 0:00,0,3
1503960366,5/10/2016 1:00,92,3
1503960366,5/10/2016 2:00,0,3
1503960366,5/10/2016 3:00,0,3
1503960366,5/10/2016 4:00,0,3
1503960366,5/10/2016 5:00,0,3
1503960366,5/10/2016 6:00,0,3
1503960366,5/10/2016 7:00,47,3
1503960366,5/10/2016 8:00,227,3
1503960366,5/10/2016 9:00,1461,3
1503960366,5/10/2016 10:00,258,3
1503960366,5/10/2016 11:00,988,3
1503960366,5/10/2016 12:00,74,3
1503960366,5/10/2016 13:00,234,3
1503960366,5/10/2016 14:00,159,3
1503960366,5/10/2016 15:00,1038,3
1503960366,5/10/2016 16:00,312,3
1503960366,5/10/2016 17:00,645,3
1503960366,5/10/2016 18:00,2494,3
